Enroll,READING,WRITING,LISTENING,ORAL,FINAL,NIVEL,adm_administration_date
47479,23,5,17,13,C,1,2/8/20 15:00
47499,18,4,9,7,E,1,2/8/20 15:00
47501,20,8,14,14,C,1,2/8/20 15:00
47519,20,9,10,11,D,1,2/8/20 15:00
47554,18,7,14,15,D,1,2/8/20 15:00
47564,24,12,18,20,B,1,2/8/20 15:00
47584,19,7,10,15,D,1,2/8/20 15:00
47595,22,8,15,18,C,1,2/8/20 15:00
47596,23,12,16,20,C,1,2/8/20 15:00
47629,22,10,17,20,C,1,2/8/20 15:00
47654,22,8,16,20,C,1,2/8/20 15:00
47672,21,5,18,9,D,1,2/8/20 15:00
47684,13,4,5,3,E,1,2/8/20 15:00
47732,22,6,15,10,D,1,2/8/20 15:00
47737,14,1,5,9,E,1,2/8/20 15:00
47769,24,15,20,20,A,1,2/8/20 15:00
47786,23,10,14,14,C,1,2/8/20 15:00
47829,22,7,11,10,E,1,2/8/20 15:00
47850,20,6,10,6,E,1,2/8/20 15:00
47862,23,14,19,19,A,1,2/8/20 15:00
47864,22,10,14,14,C,1,2/8/20 15:00
47869,22,13,18,19,C,1,2/8/20 15:00
47905,23,10,18,13,C,1,2/8/20 15:00
47913,21,12,18,19,C,1,2/8/20 15:00
47934,11,4,10,6,E,1,2/8/20 15:00
48008,18,6,10,15,D,1,2/8/20 15:00
48022,23,12,17,15,C,1,2/8/20 15:00
48023,21,7,12,14,C,1,2/8/20 15:00
48069,21,8,10,15,D,1,2/8/20 15:00
48087,24,15,18,17,B,1,2/8/20 15:00
48105,17,4,8,14,D,1,2/8/20 15:00
48109,22,9,16,14,C,1,2/8/20 15:00
48148,23,14,19,20,A,1,2/8/20 15:00
48223,21,8,16,17,C,1,2/8/20 15:00
48234,22,9,17,16,C,1,2/8/20 15:00
48302,23,14,17,16,B,1,2/8/20 15:00
48355,22,12,20,20,B,1,2/8/20 15:00
48358,23,12,18,17,C,1,2/8/20 15:00
48372,22,12,18,17,C,1,2/8/20 15:00
48385,23,12,19,20,B,1,2/8/20 15:00
48425,21,9,11,11,C,1,2/8/20 15:00
48428,24,11,16,19,C,1,2/8/20 15:00
48429,21,3,10,11,D,1,2/8/20 15:00
48431,23,12,20,18,B,1,2/8/20 15:00
48432,23,15,19,18,A,1,2/8/20 15:00
48454,22,11,19,19,C,1,2/8/20 15:00
48459,23,7,14,13,C,1,2/8/20 15:00
48504,14,5,5,10,E,1,2/8/20 15:00
48550,23,7,18,12,C,1,2/8/20 15:00
48569,23,10,15,16,C,1,2/8/20 15:00
48627,20,4,14,13,D,1,2/8/20 15:00
48673,12,3,7,12,D,1,2/8/20 15:00
48702,24,12,19,20,B,1,2/8/20 15:00
48726,22,15,19,15,B,1,2/8/20 15:00
48727,22,6,13,12,C,1,2/8/20 15:00
48800,20,8,11,11,D,1,2/8/20 15:00
48975,10,5,9,10,E,1,2/8/20 15:00
49000,11,7,10,12,D,1,2/8/20 15:00
46624,23,11,17,20,C,1,2/8/20 15:00
46630,23,9,14,19,C,1,2/8/20 15:00
46635,24,5,19,8,D,1,2/8/20 15:00
46646,22,8,15,17,C,1,2/8/20 15:00
46651,24,15,19,20,A,1,2/8/20 15:00
46662,22,8,16,19,C,1,2/8/20 15:00
46666,23,7,15,17,C,1,2/8/20 15:00
46668,23,11,18,20,C,1,2/8/20 15:00
46678,21,6,16,17,C,1,2/8/20 15:00
46684,23,11,20,15,C,1,2/8/20 15:00
46686,22,3,14,14,D,1,2/8/20 15:00
46706,22,9,17,20,C,1,2/8/20 15:00
46711,10,3,6,5,E,1,2/8/20 15:00
46721,24,10,16,19,C,1,2/8/20 15:00
46730,23,10,18,13,C,1,2/8/20 15:00
46734,24,12,19,20,B,1,2/8/20 15:00
46738,23,15,19,20,A,1,2/8/20 15:00
46748,23,10,16,18,C,1,2/8/20 15:00
46749,22,15,17,15,B,1,2/8/20 15:00
46750,23,14,19,19,A,1,2/8/20 15:00
46758,23,11,17,16,C,1,2/8/20 15:00
46763,9,7,5,0,E,1,2/8/20 15:00
46777,18,7,16,12,C,1,2/8/20 15:00
46805,22,14,18,20,B,1,2/8/20 15:00
46823,20,8,8,16,D,1,2/8/20 15:00
46825,19,8,12,18,C,1,2/8/20 15:00
46830,24,9,19,19,C,1,2/8/20 15:00
46849,22,5,17,13,C,1,2/8/20 15:00
46852,22,9,16,14,C,1,2/8/20 15:00
46881,20,10,11,13,C,1,2/8/20 15:00
46885,19,6,9,5,E,1,2/8/20 15:00
46886,23,12,18,14,B,1,2/8/20 15:00
46895,22,14,19,20,A,1,2/8/20 15:00
46897,23,10,16,20,C,1,2/8/20 15:00
46902,22,5,10,6,E,1,2/8/20 15:00
46913,21,9,6,13,D,1,2/8/20 15:00
46916,19,7,8,12,D,1,2/8/20 15:00
46933,21,6,15,12,C,1,2/8/20 15:00
46962,23,7,15,13,C,1,2/8/20 15:00
46971,23,13,20,20,A,1,2/8/20 15:00
46980,20,4,12,8,E,1,2/8/20 15:00
46981,22,14,19,19,A,1,2/8/20 15:00
46996,23,14,20,18,A,1,2/8/20 15:00
46997,23,11,18,17,C,1,2/8/20 15:00
47025,23,9,14,10,D,1,2/8/20 15:00
47039,22,13,19,20,B,1,2/8/20 15:00
47043,23,15,17,20,B,1,2/8/20 15:00
47069,15,4,11,3,E,1,2/8/20 15:00
47120,21,9,13,18,C,1,2/8/20 15:00
47155,17,2,14,6,E,1,2/8/20 15:00
47181,22,7,17,18,C,1,2/8/20 15:00
47195,15,3,8,1,E,1,2/8/20 15:00
47203,23,5,12,6,D,1,2/8/20 15:00
47205,21,15,19,18,A,1,2/8/20 15:00
47208,22,4,16,17,C,1,2/8/20 15:00
47218,20,6,14,10,D,1,2/8/20 15:00
47260,20,9,13,15,C,1,2/8/20 15:00
47299,22,9,15,16,C,1,2/8/20 15:00
47302,23,9,15,9,D,1,2/8/20 15:00
47304,23,7,18,16,C,1,2/8/20 15:00
47333,22,12,18,16,C,1,2/8/20 15:00
47358,23,10,17,19,C,1,2/8/20 15:00
47381,19,3,6,11,D,1,2/8/20 15:00
47383,23,9,18,14,C,1,2/8/20 15:00
47394,19,9,14,11,C,1,2/8/20 15:00
47439,23,8,18,19,C,1,2/8/20 15:00
47455,14,7,7,5,E,1,2/8/20 15:00
47497,20,5,14,16,D,1,2/8/20 15:00
47530,18,9,10,12,D,1,2/8/20 15:00
47541,18,4,10,8,E,1,2/8/20 15:00
47547,24,12,18,20,B,1,2/8/20 15:00
47588,22,9,15,17,C,1,2/8/20 15:00
47613,23,14,20,15,B,1,2/8/20 15:00
47614,23,3,12,3,E,1,2/8/20 15:00
47619,23,14,17,19,B,1,2/8/20 15:00
47625,22,7,20,17,C,1,2/8/20 15:00
47635,22,9,19,18,C,1,2/8/20 15:00
47636,23,6,12,11,D,1,2/8/20 15:00
47640,15,6,8,9,E,1,2/8/20 15:00
47659,24,15,20,18,A,1,2/8/20 15:00
47667,23,12,19,13,C,1,2/8/20 15:00
47668,22,10,17,16,C,1,2/8/20 15:00
47693,23,13,18,20,B,1,2/8/20 15:00
47714,22,8,10,7,D,1,2/8/20 15:00
47716,21,12,15,10,D,1,2/8/20 15:00
47731,23,15,19,19,A,1,2/8/20 15:00
47767,21,10,11,6,D,1,2/8/20 15:00
47770,21,9,17,15,C,1,2/8/20 15:00
47777,21,8,18,20,C,1,2/8/20 15:00
47785,22,8,18,13,C,1,2/8/20 15:00
47787,24,15,18,19,A,1,2/8/20 15:00
47795,16,3,17,13,D,1,2/8/20 15:00
47796,22,12,14,15,C,1,2/8/20 15:00
47800,23,15,19,14,B,1,2/8/20 15:00
47807,24,14,20,15,B,1,2/8/20 15:00
47812,19,9,10,15,D,1,2/8/20 15:00
47820,23,7,14,14,C,1,2/8/20 15:00
47823,24,15,20,20,A,1,2/8/20 15:00
47831,21,6,17,11,C,1,2/8/20 15:00
47832,18,5,9,10,E,1,2/8/20 15:00
47834,23,12,19,14,C,1,2/8/20 15:00
47964,23,8,16,20,C,1,2/8/20 15:00
48001,23,6,16,14,C,1,2/8/20 15:00
48009,24,10,14,15,C,1,2/8/20 15:00
48012,22,12,18,16,C,1,2/8/20 15:00
48037,22,10,16,16,C,1,2/8/20 15:00
48052,23,6,17,18,C,1,2/8/20 15:00
48055,11,4,6,9,E,1,2/8/20 15:00
48060,21,6,16,15,C,1,2/8/20 15:00
48141,23,9,16,15,C,1,2/8/20 15:00
48192,23,11,19,18,C,1,2/8/20 15:00
48197,22,11,18,14,C,1,2/8/20 15:00
48207,16,4,8,12,D,1,2/8/20 15:00
48220,20,7,11,12,D,1,2/8/20 15:00
48236,22,10,16,13,C,1,2/8/20 15:00
48292,9,4,6,0,E,1,2/8/20 15:00
48308,23,8,10,17,D,1,2/8/20 15:00
48310,20,7,15,17,C,1,2/8/20 15:00
48344,21,10,17,19,C,1,2/8/20 15:00
48345,23,12,17,20,C,1,2/8/20 15:00
48374,23,10,19,18,C,1,2/8/20 15:00
48395,22,10,17,19,C,1,2/8/20 15:00
48397,13,3,8,13,D,1,2/8/20 15:00
48398,15,5,4,10,E,1,2/8/20 15:00
48407,22,13,18,19,B,1,2/8/20 15:00
48411,24,14,20,20,A,1,2/8/20 15:00
48412,24,12,18,17,B,1,2/8/20 15:00
48448,12,5,5,12,D,1,2/8/20 15:00
48473,24,15,19,20,A,1,2/8/20 15:00
48554,23,11,16,20,C,1,2/8/20 15:00
48590,18,6,13,10,E,1,2/8/20 15:00
48658,23,8,17,19,C,1,2/8/20 15:00
48694,23,6,13,15,C,1,2/8/20 15:00
48782,18,6,11,13,D,1,2/8/20 15:00
48822,23,10,17,20,C,1,2/8/20 15:00
48830,14,4,6,11,D,1,2/8/20 15:00
48831,5,4,6,8,E,1,2/8/20 15:00
48884,23,12,20,20,A,1,2/8/20 15:00
46633,23,13,15,20,C,1,2/8/20 15:00
46658,22,11,18,20,C,1,2/8/20 15:00
46689,22,10,17,13,C,1,2/8/20 15:00
46695,22,12,16,10,D,1,2/8/20 15:00
46714,21,7,15,9,D,1,2/8/20 15:00
46719,20,5,14,8,E,1,2/8/20 15:00
46729,20,10,15,15,C,1,2/8/20 15:00
46776,20,4,9,12,D,1,2/8/20 15:00
46811,22,7,16,11,C,1,2/8/20 15:00
46831,23,8,14,5,D,1,2/8/20 15:00
46848,23,8,17,10,D,1,2/8/20 15:00
46872,14,8,9,8,E,1,2/8/20 15:00
46873,22,14,19,12,C,1,2/8/20 15:00
46876,21,6,15,0,E,1,2/8/20 15:00
46917,23,13,20,15,C,1,2/8/20 15:00
46934,24,9,16,18,C,1,2/8/20 15:00
46961,23,12,17,18,C,1,2/8/20 15:00
46963,23,10,16,18,C,1,2/8/20 15:00
46972,20,5,10,10,E,1,2/8/20 15:00
46982,23,9,12,13,C,1,2/8/20 15:00
46985,21,7,9,10,E,1,2/8/20 15:00
46990,23,6,18,20,C,1,2/8/20 15:00
47001,14,7,12,3,E,1,2/8/20 15:00
47003,23,7,17,11,C,1,2/8/20 15:00
47005,13,6,11,5,E,1,2/8/20 15:00
47010,22,11,17,19,C,1,2/8/20 15:00
47032,22,9,17,13,C,1,2/8/20 15:00
47035,22,8,16,11,C,1,2/8/20 15:00
47063,11,6,6,0,E,1,2/8/20 15:00
47078,22,12,18,20,C,1,2/8/20 15:00
47100,23,12,17,13,C,1,2/8/20 15:00
47119,21,8,15,17,C,1,2/8/20 15:00
47135,22,12,12,9,D,1,2/8/20 15:00
47138,21,7,11,7,E,1,2/8/20 15:00
47140,24,14,20,20,A,1,2/8/20 15:00
47160,23,10,15,16,C,1,2/8/20 15:00
47167,24,14,19,14,C,1,2/8/20 15:00
47175,20,7,16,18,C,1,2/8/20 15:00
47185,18,6,13,13,D,1,2/8/20 15:00
47209,24,13,20,11,C,1,2/8/20 15:00
47214,21,11,19,19,C,1,2/8/20 15:00
47223,23,11,18,20,C,1,2/8/20 15:00
47231,22,7,15,18,C,1,2/8/20 15:00
47234,19,5,12,13,D,1,2/8/20 15:00
47247,24,10,18,15,C,1,2/8/20 15:00
47248,22,7,15,10,D,1,2/8/20 15:00
47257,22,9,13,17,C,1,2/8/20 15:00
47283,13,5,12,2,E,1,2/8/20 15:00
47284,12,6,5,0,E,1,2/8/20 15:00
47289,23,7,18,10,D,1,2/8/20 15:00
47316,17,4,3,0,E,1,2/8/20 15:00
47317,19,4,10,9,E,1,2/8/20 15:00
47324,21,12,15,14,C,1,2/8/20 15:00
47339,22,10,16,16,C,1,2/8/20 15:00
47346,18,7,13,12,D,1,2/8/20 15:00
47364,22,10,16,20,C,1,2/8/20 15:00
47385,14,6,11,12,D,1,2/8/20 15:00
47400,24,15,19,18,A,1,2/8/20 15:00
47406,18,10,16,13,C,1,2/8/20 15:00
47412,20,10,16,15,C,1,2/8/20 15:00
47414,24,14,19,18,A,1,2/8/20 15:00
47418,22,7,18,13,C,1,2/8/20 15:00
47421,15,8,12,12,D,1,2/8/20 15:00
47452,20,5,9,11,D,1,2/8/20 15:00
47461,17,8,10,14,D,1,2/8/20 15:00
47471,23,3,10,5,E,1,2/8/20 15:00
47546,23,8,18,19,C,1,2/8/20 15:00
47548,22,11,16,20,C,1,2/8/20 15:00
47591,24,14,20,15,B,1,2/8/20 15:00
47593,23,11,15,12,C,1,2/8/20 15:00
47600,20,10,16,16,C,1,2/8/20 15:00
47621,21,6,16,14,C,1,2/8/20 15:00
47623,23,10,16,13,C,1,2/8/20 15:00
47639,22,9,15,14,C,1,2/8/20 15:00
47644,21,6,16,14,C,1,2/8/20 15:00
47648,24,9,17,13,C,1,2/8/20 15:00
47656,23,11,19,20,B,1,2/8/20 15:00
47657,23,7,16,10,D,1,2/8/20 15:00
47679,23,7,14,10,D,1,2/8/20 15:00
47692,22,13,17,19,C,1,2/8/20 15:00
47702,24,16,20,19,A,1,2/8/20 15:00
47706,23,7,16,13,C,1,2/8/20 15:00
47707,21,7,12,8,E,1,2/8/20 15:00
47718,18,7,11,8,E,1,2/8/20 15:00
47725,18,6,12,13,D,1,2/8/20 15:00
47730,23,10,14,16,C,1,2/8/20 15:00
47738,23,9,16,19,C,1,2/8/20 15:00
47743,19,4,10,12,D,1,2/8/20 15:00
47762,24,14,19,20,A,1,2/8/20 15:00
47783,20,7,13,13,D,1,2/8/20 15:00
47790,21,9,14,12,C,1,2/8/20 15:00
47830,22,8,14,16,C,1,2/8/20 15:00
47843,21,14,18,11,C,1,2/8/20 15:00
47992,21,7,7,9,E,1,2/8/20 15:00
48019,22,5,16,10,D,1,2/8/20 15:00
48025,23,16,18,16,B,1,2/8/20 15:00
48045,21,5,10,17,D,1,2/8/20 15:00
48136,19,5,11,11,D,1,2/8/20 15:00
48137,13,3,12,7,E,1,2/8/20 15:00
48157,20,5,13,5,E,1,2/8/20 15:00
48158,13,4,10,6,E,1,2/8/20 15:00
48167,23,9,14,16,C,1,2/8/20 15:00
48208,24,10,17,16,C,1,2/8/20 15:00
48213,24,15,20,16,B,1,2/8/20 15:00
48250,24,10,16,17,C,1,2/8/20 15:00
48309,20,9,14,16,C,1,2/8/20 15:00
48335,15,4,3,9,E,1,2/8/20 15:00
48384,21,9,17,14,C,1,2/8/20 15:00
48404,24,16,20,20,A,1,2/8/20 15:00
48464,23,7,17,5,D,1,2/8/20 15:00
48467,23,11,20,14,B,1,2/8/20 15:00
48478,15,5,8,5,E,1,2/8/20 15:00
48479,20,5,12,15,D,1,2/8/20 15:00
48495,19,5,16,5,E,1,2/8/20 15:00
48506,21,2,5,8,E,1,2/8/20 15:00
48546,17,6,8,6,E,1,2/8/20 15:00
48551,21,9,14,9,D,1,2/8/20 15:00
48641,14,5,10,10,E,1,2/8/20 15:00
48644,24,6,15,19,C,1,2/8/20 15:00
48651,19,7,15,10,D,1,2/8/20 15:00
48666,23,9,14,14,C,1,2/8/20 15:00
48752,21,11,18,12,C,1,2/8/20 15:00
48816,15,5,11,8,E,1,2/8/20 15:00
48912,23,11,18,20,C,1,2/8/20 15:00
48916,22,5,7,0,E,1,2/8/20 15:00
46638,23,11,18,17,C,1,2/8/20 15:00
46672,23,12,19,20,B,1,2/8/20 15:00
46696,22,7,19,19,C,1,2/8/20 15:00
46724,23,14,19,20,A,1,2/8/20 15:00
46725,23,12,17,20,C,1,2/8/20 15:00
46731,19,8,13,14,D,1,2/8/20 15:00
46782,24,8,17,12,C,1,2/8/20 15:00
46784,24,13,19,20,A,1,2/8/20 15:00
46796,22,15,20,20,A,1,2/8/20 15:00
46797,23,12,17,15,C,1,2/8/20 15:00
46863,21,7,15,16,C,1,2/8/20 15:00
46889,23,11,18,19,C,1,2/8/20 15:00
46898,23,12,16,20,C,1,2/8/20 15:00
46904,22,12,19,14,B,1,2/8/20 15:00
46918,17,3,14,12,D,1,2/8/20 15:00
46964,24,12,16,20,C,1,2/8/20 15:00
46966,21,8,18,10,D,1,2/8/20 15:00
46979,23,10,19,19,C,1,2/8/20 15:00
46986,23,10,19,14,C,1,2/8/20 15:00
46988,21,7,18,10,D,1,2/8/20 15:00
47004,19,8,7,3,E,1,2/8/20 15:00
47013,23,11,17,20,C,1,2/8/20 15:00
47026,20,6,11,7,E,1,2/8/20 15:00
47028,14,5,5,2,E,1,2/8/20 15:00
47040,15,7,6,0,E,1,2/8/20 15:00
47042,24,16,19,15,B,1,2/8/20 15:00
47047,23,13,16,14,C,1,2/8/20 15:00
47057,24,9,17,12,C,1,2/8/20 15:00
47081,21,7,14,11,C,1,2/8/20 15:00
47085,18,9,15,6,D,1,2/8/20 15:00
47093,19,7,8,13,D,1,2/8/20 15:00
47095,21,5,12,11,D,1,2/8/20 15:00
47097,12,4,5,9,E,1,2/8/20 15:00
47105,20,7,11,5,E,1,2/8/20 15:00
47107,24,14,20,18,A,1,2/8/20 15:00
47110,23,10,19,13,C,1,2/8/20 15:00
47117,23,7,10,13,D,1,2/8/20 15:00
47122,23,15,20,18,A,1,2/8/20 15:00
47123,23,7,16,13,C,1,2/8/20 15:00
47132,21,13,17,15,C,1,2/8/20 15:00
47136,22,13,17,12,C,1,2/8/20 15:00
47145,24,14,19,16,B,1,2/8/20 15:00
47162,23,16,19,16,B,1,2/8/20 15:00
47194,20,7,7,11,D,1,2/8/20 15:00
47249,18,6,15,2,E,1,2/8/20 15:00
47265,23,9,12,12,C,1,2/8/20 15:00
47269,18,8,19,12,C,1,2/8/20 15:00
47271,23,12,18,18,B,1,2/8/20 15:00
47287,22,14,17,18,B,1,2/8/20 15:00
47307,19,5,11,12,D,1,2/8/20 15:00
47325,20,5,15,14,D,1,2/8/20 15:00
47331,24,15,19,17,B,1,2/8/20 15:00
47340,23,11,14,17,C,1,2/8/20 15:00
47348,20,10,14,14,C,1,2/8/20 15:00
47410,23,16,18,20,A,1,2/8/20 15:00
47413,23,8,19,14,C,1,2/8/20 15:00
47419,22,9,15,17,C,1,2/8/20 15:00
47420,24,11,19,14,B,1,2/8/20 15:00
47425,22,8,12,15,C,1,2/8/20 15:00
47431,22,13,17,16,C,1,2/8/20 15:00
47442,21,6,13,12,C,1,2/8/20 15:00
47467,22,10,18,15,C,1,2/8/20 15:00
47473,23,15,19,19,A,1,2/8/20 15:00
47487,19,11,14,16,C,1,2/8/20 15:00
47494,19,8,15,15,C,1,2/8/20 15:00
47505,21,3,13,10,E,1,2/8/20 15:00
47516,16,4,6,9,E,1,2/8/20 15:00
47556,21,7,17,14,C,1,2/8/20 15:00
47575,23,14,20,16,B,1,2/8/20 15:00
47585,23,16,18,20,A,1,2/8/20 15:00
47608,22,8,17,19,C,1,2/8/20 15:00
47612,21,11,16,14,C,1,2/8/20 15:00
47615,23,8,19,16,C,1,2/8/20 15:00
47618,22,12,15,20,C,1,2/8/20 15:00
47622,23,13,20,18,A,1,2/8/20 15:00
47650,23,11,18,16,C,1,2/8/20 15:00
47661,23,14,17,9,D,1,2/8/20 15:00
47673,21,5,18,14,C,1,2/8/20 15:00
47674,23,16,20,16,B,1,2/8/20 15:00
47689,20,4,14,15,D,1,2/8/20 15:00
47695,17,7,12,10,E,1,2/8/20 15:00
47696,23,5,16,12,C,1,2/8/20 15:00
47721,10,3,4,6,E,1,2/8/20 15:00
47741,22,8,19,12,C,1,2/8/20 15:00
47744,13,6,8,10,E,1,2/8/20 15:00
47748,20,11,16,20,C,1,2/8/20 15:00
47749,23,8,17,13,C,1,2/8/20 15:00
47766,23,10,17,19,C,1,2/8/20 15:00
47772,23,15,18,16,B,1,2/8/20 15:00
47780,23,16,20,20,A,1,2/8/20 15:00
47782,23,12,18,20,C,1,2/8/20 15:00
47784,23,15,19,20,A,1,2/8/20 15:00
47788,23,9,17,19,C,1,2/8/20 15:00
47798,22,10,17,14,C,1,2/8/20 15:00
47803,21,9,15,12,C,1,2/8/20 15:00
47846,24,16,20,20,A,1,2/8/20 15:00
48015,24,16,18,18,A,1,2/8/20 15:00
48036,17,7,9,11,D,1,2/8/20 15:00
48063,22,8,14,14,C,1,2/8/20 15:00
48210,22,9,11,15,C,1,2/8/20 15:00
48247,12,6,13,5,E,1,2/8/20 15:00
48260,19,10,11,5,D,1,2/8/20 15:00
48297,23,7,18,14,C,1,2/8/20 15:00
48299,23,15,18,20,A,1,2/8/20 15:00
48304,14,1,9,4,E,1,2/8/20 15:00
48342,17,4,13,6,E,1,2/8/20 15:00
48349,23,11,16,20,C,1,2/8/20 15:00
48350,21,10,16,20,C,1,2/8/20 15:00
48361,24,16,19,19,A,1,2/8/20 15:00
48367,20,4,13,18,D,1,2/8/20 15:00
48378,22,10,17,17,C,1,2/8/20 15:00
48383,24,13,18,16,B,1,2/8/20 15:00
48387,22,11,20,16,B,1,2/8/20 15:00
48401,24,16,17,20,A,1,2/8/20 15:00
48560,13,5,7,6,E,1,2/8/20 15:00
48561,22,11,8,16,D,1,2/8/20 15:00
48562,23,11,15,20,C,1,2/8/20 15:00
48567,23,9,17,19,C,1,2/8/20 15:00
48661,21,8,16,14,C,1,2/8/20 15:00
48670,17,6,12,7,E,1,2/8/20 15:00
48672,22,8,8,12,D,1,2/8/20 15:00
48731,22,8,14,11,C,1,2/8/20 15:00
48745,24,7,18,20,C,1,2/8/20 15:00
48769,17,7,12,16,D,1,2/8/20 15:00
48802,19,6,6,11,D,1,2/8/20 15:00
48805,20,6,9,14,D,1,2/8/20 15:00
48808,21,3,16,17,D,1,2/8/20 15:00
48811,24,15,18,20,A,1,2/8/20 15:00
48821,17,5,8,8,E,1,2/8/20 15:00
48833,23,13,19,17,B,1,2/8/20 15:00
48836,24,12,19,18,A,1,2/8/20 15:00
48839,18,6,11,12,D,1,2/8/20 15:00
48841,19,4,14,14,D,1,2/8/20 15:00
48842,23,15,18,20,A,1,2/8/20 15:00
48844,24,7,10,16,C,1,2/8/20 15:00
48846,24,14,19,19,A,1,2/8/20 15:00
48847,14,3,6,12,D,1,2/8/20 15:00
48852,21,8,18,17,C,1,2/8/20 15:00
47262,23,12,19,19,B,1,2/8/20 15:00
48895,16,5,4,2,E,1,2/8/20 15:00
48897,23,15,20,20,A,1,2/8/20 15:00
48955,20,6,10,18,D,1,2/8/20 15:00
48914,23,13,18,20,B,1,2/8/20 15:00
48928,21,9,10,15,C,1,2/8/20 15:00
48929,22,14,16,18,C,1,2/8/20 15:00
48942,12,7,4,9,E,1,2/8/20 15:00
48943,13,6,5,10,E,1,2/8/20 15:00
48944,22,11,16,17,C,1,2/8/20 15:00
48945,17,9,11,14,D,1,2/8/20 15:00
48946,7,4,6,6,E,1,2/8/20 15:00
48947,22,7,7,15,D,1,2/8/20 15:00
48949,22,9,14,19,C,1,2/8/20 15:00
48950,21,7,14,17,C,1,2/8/20 15:00
48951,21,12,18,19,C,1,2/8/20 15:00
48952,5,4,6,5,E,1,2/8/20 15:00
48953,17,6,7,9,E,1,2/8/20 15:00
48957,19,9,14,16,C,1,2/8/20 15:00
48958,22,10,19,19,C,1,2/8/20 15:00
48961,21,9,16,17,C,1,2/8/20 15:00
48963,23,12,20,20,A,1,2/8/20 15:00
48964,17,6,11,13,D,1,2/8/20 15:00
48965,24,12,19,19,A,1,2/8/20 15:00
48966,21,14,18,18,B,1,2/8/20 15:00
48993,23,12,19,20,B,1,2/8/20 15:00
48994,18,6,15,12,D,1,2/8/20 15:00
48996,24,5,13,9,E,1,2/8/20 15:00
48998,22,11,19,15,C,1,2/8/20 15:00
49002,22,5,20,16,C,1,2/8/20 15:00
49004,17,8,8,7,E,1,2/8/20 15:00
49025,10,3,5,5,E,1,2/8/20 15:00
49031,23,14,18,13,B,1,2/8/20 15:00
46657,15,11,11,14,D,2,2/15/20 15:00
46739,13,11,9,14,D,2,2/15/20 15:00
46829,12,10,11,13,D,2,2/15/20 15:00
47075,16,10,13,16,C,2,2/15/20 15:00
47275,13,10,12,14,D,2,2/15/20 15:00
47293,14,4,8,13,D,2,2/15/20 15:00
47551,18,9,13,0,E,2,2/15/20 15:00
47628,14,3,9,9,E,2,2/15/20 15:00
47637,18,4,11,15,D,2,2/15/20 15:00
47649,15,11,14,19,D,2,2/15/20 15:00
47691,10,7,10,10,E,2,2/15/20 15:00
47713,15,12,15,17,C,2,2/15/20 15:00
47728,8,5,8,10,E,2,2/15/20 15:00
47733,20,12,12,20,C,2,2/15/20 15:00
47735,18,10,12,14,C,2,2/15/20 15:00
47746,6,5,8,10,E,2,2/15/20 15:00
47793,24,16,17,14,B,2,2/15/20 15:00
47802,13,10,13,14,D,2,2/15/20 15:00
47833,18,13,9,14,C,2,2/15/20 15:00
47856,20,12,19,20,B,2,2/15/20 15:00
47890,14,8,10,14,D,2,2/15/20 15:00
47912,14,4,14,11,D,2,2/15/20 15:00
47916,19,10,17,20,C,2,2/15/20 15:00
47919,16,7,7,11,D,2,2/15/20 15:00
47990,11,5,12,7,E,2,2/15/20 15:00
48014,10,2,7,6,E,2,2/15/20 15:00
48026,9,1,10,6,E,2,2/15/20 15:00
48029,22,15,17,20,A,2,2/15/20 15:00
48100,17,9,14,16,D,2,2/15/20 15:00
48123,7,4,6,5,E,2,2/15/20 15:00
48124,17,12,16,13,C,2,2/15/20 15:00
48151,15,11,10,12,D,2,2/15/20 15:00
48232,17,11,14,16,C,2,2/15/20 15:00
48403,22,13,18,18,B,2,2/15/20 15:00
48406,21,14,16,17,B,2,2/15/20 15:00
48437,12,9,11,9,E,2,2/15/20 15:00
48441,23,15,17,15,B,2,2/15/20 15:00
48442,21,14,18,18,B,2,2/15/20 15:00
48484,21,15,16,20,B,2,2/15/20 15:00
48490,21,12,12,20,C,2,2/15/20 15:00
48510,20,12,16,17,C,2,2/15/20 15:00
48520,19,12,12,20,C,2,2/15/20 15:00
48594,16,11,14,19,C,2,2/15/20 15:00
48636,18,8,14,15,C,2,2/15/20 15:00
48640,16,11,12,0,E,2,2/15/20 15:00
48663,18,12,13,18,C,2,2/15/20 15:00
48691,19,11,11,18,C,2,2/15/20 15:00
48696,22,13,17,18,B,2,2/15/20 15:00
48706,17,9,17,19,C,2,2/15/20 15:00
48708,15,6,11,11,D,2,2/15/20 15:00
48741,19,12,10,19,C,2,2/15/20 15:00
48818,13,4,9,12,D,2,2/15/20 15:00
48824,13,5,9,0,E,2,2/15/20 15:00
48980,22,14,10,19,C,2,2/15/20 15:00
48990,16,8,11,15,D,2,2/15/20 15:00
49032,19,10,8,16,D,2,2/15/20 15:00
46861,24,16,15,20,A,2,2/15/20 15:00
47011,13,10,14,14,D,2,2/15/20 15:00
47201,19,5,15,13,D,2,2/15/20 15:00
47256,16,10,13,13,C,2,2/15/20 15:00
47301,17,6,13,11,D,2,2/15/20 15:00
47450,21,16,15,19,B,2,2/15/20 15:00
47708,20,14,18,19,B,2,2/15/20 15:00
47717,19,11,11,12,C,2,2/15/20 15:00
47768,16,12,16,12,C,2,2/15/20 15:00
47885,19,11,15,19,C,2,2/15/20 15:00
